Proteins	taxon
E7EWI9;E7ERJ4;P51991-2;P51991	Homo sapiens
P22626;P22626-2;P09651-2;F8VXY0;F8VSB5;F8VRQ1;F8W6I7;F8W1S7;P09651;P09651-3;F8VZ49;Q32P51;F8VTQ5;F8VYN5	Homo sapiens
P16989-3;P16989;P16989-2;P67809;E7ETA0;H0Y449;Q9Y2T7	Homo sapiens
P16989-3;P16989;P16989-2;P67809;E7ETA0;H0Y449	Homo sapiens
P23869	Escherichia coli (strain K12)
F5GZ16;Q13200;E7EW34;E9PCS3;H0Y305	Homo sapiens
P0A8M0	Escherichia coli (strain K12)
Q86UE4;E5RJU9	Homo sapiens
P08670;B0YJC4;F5H288;B0YJC5;Q5JVS8	Homo sapiens
P85037;F5H8G8;P85037-2	Homo sapiens
P27695;G3V3M6;G3V5Q1;G3V3C7;H7C4A8;G3V5M0;G3V359;G3V5D9	Homo sapiens
Q92620;B4DVG8;B4DN69;H3BMS7	Homo sapiens
P14625;Q96GW1	Homo sapiens
E7EPC9;P23588;E7EX17;B4DS13	Homo sapiens
Q13868;A3KFL4;B4DKK6;A3KFL5;A3KFL2	Homo sapiens
P62316	Homo sapiens
Q16204	Homo sapiens
E7EM48;P33991;E5RFJ8	Homo sapiens
O75643;F5H4C1;A2RRQ7	Homo sapiens
Q9Y2W1;Q9NYF8-2;Q9NYF8;Q9NYF8-4;H0YF14	Homo sapiens
P43034;I3L2U8;P43034-2	Homo sapiens
A6NNK5;Q12888;F8VY86;Q12888-2;C9JXV0	Homo sapiens
P0A7T3	Escherichia coli (strain K12)
P78527;P78527-2	Homo sapiens
Q8NFW8;Q8NFW8-2;F5GYM0	Homo sapiens
Q01628;E9PS44;H7BYG1	Homo sapiens
O15212;A2AB88	Homo sapiens
Q99720;Q99720-3;Q99720-4	Homo sapiens
P0A9J6	Escherichia coli (strain K12)
Q14980-2;Q14980;F5H4J1;F5H6Y5	Homo sapiens
P09874;F8WC10	Homo sapiens
O00116;B8ZZ81	Homo sapiens
CON__P05784;P05783;F8VZY9;CON__H-INV:HIT000015463	Homo sapiens
P76419	Escherichia coli (strain K12)
O00567	Homo sapiens
Q12874	Homo sapiens
Q9Y3U8	Homo sapiens
P76113	Escherichia coli (strain K12)
P31943;G8JLB6;E9PCY7;D6RIU0;D6RBM0;D6RFM3;E5RGV0;E5RGH4	Homo sapiens
Q9BYT8;E9PCB6;F8W713;H0YAK4	Homo sapiens
P0A6W9	Escherichia coli (strain K12)
Q5TD07;P16083	Homo sapiens
O43290	Homo sapiens
Q16531;F5GY55;F5H4N9;F5H7A0	Homo sapiens
Q69YN4-3;Q69YN4;H0YB68	Homo sapiens
Q8NC51-3;Q8NC51;Q8NC51-4;Q8NC51-2	Homo sapiens
P04844-2;P04844	Homo sapiens
P35579;Q5BKV1;B1AH99	Homo sapiens
P0A742	Escherichia coli (strain K12)
Q9H4A4;C9JMZ3;H7C2T3	Homo sapiens
P62820;E7END7;P62820-2;B7Z8M7;Q92928;P62820-3;E7ETK2;Q9H0U4;E9PLD0	Homo sapiens
Q9UP83;Q9UP83-2	Homo sapiens
P0C0S1	Escherichia coli (strain K12)
Q05682-5;E9PGZ1;E7EX44;Q05682-3;Q05682-4;F5H1Z9;Q05682-6;Q05682-2;Q05682;C9J813	Homo sapiens
P85037	Homo sapiens
P0AG40	Escherichia coli (strain K12)
P11766;H0YAG8	Homo sapiens
P0AAQ6	Escherichia coli (strain K12)
Q12792;Q12792-3;Q12792-4;F8VS81;F8W1Q9	Homo sapiens
P06744;P06744-2;CON__Q3ZBD7	Homo sapiens
Q92759;B4DTJ5	Homo sapiens
P26640;B0V043;H0Y4A6;E7EVJ6;H0Y426	Homo sapiens
F5GWQ7;Q92804-2;Q92804	Homo sapiens
Q01105;B2REB8;A6NGV1;Q5VXV2;Q01105-2	Homo sapiens
H7C455;P30042;H7C2G3;H7C1F6	Homo sapiens
Q01518;Q01518-2;F5H6Z3;Q5T0R1;Q5T0R9;Q5T0S3	Homo sapiens
P0AA25	Escherichia coli (strain K12)
P49756	Homo sapiens
P43686	Homo sapiens
Q96C19;C9JTI6;H0Y4Y4	Homo sapiens
Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5;H7C0U8;F5H3Y8	Homo sapiens
Q8TEX9;Q8TEX9-2;H0Y3R2;H0YN14	Homo sapiens
Q9Y3F4;B4DNJ6;B0AZV0;H0YH33	Homo sapiens
Q96GM5;F5GY02;F8VRQ4;H0YHV1	Homo sapiens
P58546;C9JL85	Homo sapiens
P46777;B3KTM6	Homo sapiens
P06968	Escherichia coli (strain K12)
Q9NZL9;Q9NZL9-4;Q9NZL9-2;Q9NZL9-3;E5RJR3;E5RFS9;Q9NZL9-5	Homo sapiens
P35269;E7EUG6;F5GY49;F5H761;H0YF67	Homo sapiens
H0YA52;Q9H0N5	Homo sapiens
Q96FK6;G3V4B8	Homo sapiens
P10619	Homo sapiens
P0A7F3	Escherichia coli (strain K12)
Q8WWM7;H3BRB0	Homo sapiens
P11940;P11940-2;E7EQV3;E7ERJ7;H0YBQ4;H0YAR2;H0YB86;H0YAP2	Homo sapiens
Q9Y5K5-2;E9PGR0;Q9Y5K5-4;Q9Y5K5-3;Q9Y5K5;Q5LJA5;Q5LJA9;Q5LJB0;H0Y6Y4	Homo sapiens
P11940;P11940-2;E7EQV3;E7ERJ7;H0YBQ4;H0YAR2;H0YBN4;B1ANR0;Q13310-2;Q13310;Q13310-3;H0Y5F5;H0YCC8	Homo sapiens
P00966;Q5T6L6;Q5T6L5	Homo sapiens
I3L2C7;P57678	Homo sapiens
Q14019;H3BT58	Homo sapiens
P17655;H0Y323;P17655-2	Homo sapiens
P47755;F8W9N7;C9JUG7;B4DG50	Homo sapiens
Q15008;C9IZE4;E9PHI9;Q6UV22;C9J0E9	Homo sapiens
Q9Y263;H0YBW4	Homo sapiens
A6NNK5;Q12888;F8VY86;Q12888-2;H7C3N7	Homo sapiens
Q9NVI1;Q9NVI1-2;Q9NVI1-1;F8W7R3;H3BMG4;Q9NVI1-4;H3BT54;H3BQE2;H3BS60	Homo sapiens
P04425	Escherichia coli (strain K12)
P62857	Homo sapiens
Q9UQ80;F8VTY8;H0Y3X3	Homo sapiens
O00170;E9PPD7;E9PMH2	Homo sapiens
P42771;P42771-4;P42771-2;P42772	Homo sapiens
C9JEV6;Q9UJ70;H7C3G9;H0YF44	Homo sapiens
P0AAD6	Escherichia coli (strain K12)
P50750;P50750-2;Q9NYV4-2;Q9NYV4;Q9NYV4-3;Q14004-2;Q14004	Homo sapiens
P06988	Escherichia coli (strain K12)
P49792;E9PGT0;A6NKT7;Q7Z3J3;C9JX22;B4DZH4;Q99666;O14715	Homo sapiens
O00410;O00410-3;H0Y8C6;O00410-2;B4E0R6;O60518	Homo sapiens
P32119;A6NIW5	Homo sapiens
B3KW71;P09417;B7Z415;D6RGG7;H0Y8F7	Homo sapiens
O95817;C9JFK9	Homo sapiens
Q14008;Q14008-3;Q14008-2;H0YDX5	Homo sapiens
P48637	Homo sapiens
O43776;B4DN60	Homo sapiens
Q8NBJ5;E9PC06	Homo sapiens
P08238;Q58FF7;P07900;P07900-2;Q86U12;Q58FF6	Homo sapiens
P0A9N4	Escherichia coli (strain K12)
P14923;C9JTX4;C9J826;C9JK18;C9JKY1;B4DGU4;P35222;F5GWP8	Homo sapiens
P60651	Escherichia coli (strain K12)
O43414;O43414-3;B4DEX5;H0Y4B0;E9PDK8;O43414-2;C9JA75;F6QUN3;F6UGJ8	Homo sapiens
F5H604;E7ERI8;E7EW49;E3W994;F5H3X0;E9PBA6;Q7Z460;Q7Z460-2;E7EUA5;B7ZLX3;F5GWS0;Q7Z460-3;F8WA11;F5GWM7;F5H2E2;H0Y5T1	Homo sapiens
O43707;E7EV83;P12814-2;P12814;P12814-3;B7TY16;H9KV75;G3V2N5;G3V2W4;Q08043;G3V2X9	Homo sapiens
Q92785;B4DT58	Homo sapiens
Q9UBS4;H7C2Y5	Homo sapiens
P40938;C9JU95	Homo sapiens
P77667	Escherichia coli (strain K12)
Q9Y224	Homo sapiens
Q14694;Q14694-3;Q14694-2	Homo sapiens
P05089;P05089-2	Homo sapiens
Q9UHR5-2;Q9UHR5;F5H478	Homo sapiens
O95347	Homo sapiens
P76223	Escherichia coli (strain K12)
P62937;B4DM82;Q567Q0	Homo sapiens
Q9Y6N5;H3BNX3;H3BMS6	Homo sapiens
F8W1R7;P60660-2;P60660;G3V1V0;F8VZV5;G8JLA2;B7Z6Z4;G3V1Y7;F8VPF3;F8VZU9;F8W180;H0YI43;P05976-2;P08590;P05976	Homo sapiens
B4DU58;P40121;B8ZZS7;E7ENU9	Homo sapiens
Q9ULC4;Q9ULC4-3;Q9ULC4-2	Homo sapiens
Q9Y5K5-2;E9PGR0;Q9Y5K5-4;Q9Y5K5-3;Q9Y5K5;Q5LJA5;Q5LJA9;Q5LJB0;H0Y6Y4;B4DW59;B7Z9U9;H0Y4E0	Homo sapiens
Q13573;G3V4X8	Homo sapiens
P0ADZ0	Escherichia coli (strain K12)
P0AGG8	Escherichia coli (strain K12)
H3BLV7;E7EPR3;Q16666;Q16666-2	Homo sapiens
H3BLV7;E7EPR3;Q16666	Homo sapiens
P04036	Escherichia coli (strain K12)
P49790	Homo sapiens
P18775	Escherichia coli (strain K12)
Q99832;B8ZZC9;F8WBP8	Homo sapiens
O95819;O95819-3;G5E948;E7ENQ1;O95819-4;G3XAA2;H7C360;O95819-2;O95819-5;E7EN19;E7ESS2;E7EX83;C9J840;H7C0P6	Homo sapiens
B4DNR3;Q96IU4;B4DQI4;F8W9U3	Homo sapiens
P76008	Escherichia coli (strain K12)
P0AFR4	Escherichia coli (strain K12)
Q92917	Homo sapiens
P0A9L3	Escherichia coli (strain K12)
F5GXW0;P00813;F5GWI4	Homo sapiens
P69741	Escherichia coli (strain K12)
P27695;G3V3M6;G3V5Q1;G3V3C7;H7C4A8;G3V5M0;G3V359	Homo sapiens
O15126;O15126-2	Homo sapiens
P68104;Q5VTE0;F8W6I0;Q05639	Homo sapiens
E5RHG8;Q15369;E5RGD9;E5RJ89	Homo sapiens
Q8IUD2-4;F5H185;Q8IUD2-2;G8JLM9;G8JLD3;Q8IUD2-3;Q8IUD2;Q8IUD2-5;G8JLA4;F5H327;F5GZU8	Homo sapiens
Q15031;E9PHM2	Homo sapiens
P0AB61	Escherichia coli (strain K12)
Q8WYA6;Q8WYA6-3;Q8WYA6-2	Homo sapiens
P39199	Escherichia coli (strain K12)
H0YJ40;G3V4X6;Q9GZT3;G3V2S9;H0YJW7;H0YJ07;H0YJU7	Homo sapiens
P03819	Escherichia coli (strain K12)
P0A817	Escherichia coli (strain K12)
P43490	Homo sapiens
Q9H2P0	Homo sapiens
P61019;P61019-2;F5H399;Q8WUD1;H7C125	Homo sapiens
Q7Z2E3-9;Q7Z2E3-11;Q7Z2E3-7;Q7Z2E3;F8W6G5;C9JZ40;Q7Z2E3-3;Q7Z2E3-5;Q7Z2E3-10;Q7Z2E3-8;H7BXV7;Q7Z2E3-4;Q7Z2E3-6;Q7Z2E3-2	Homo sapiens
H3BV90;Q6FI81-3;Q6FI81;H3BT65;H3BUG4;H3BPG7	Homo sapiens
P49257	Homo sapiens
Q13443;C9J6H5;C9JPM3;F8WC54;Q13443-2;A0AVL1	Homo sapiens
P77718	Escherichia coli (strain K12)
Q5BJD5	Homo sapiens
Q9NYL9	Homo sapiens
Q9UBD5;Q9UBD5-2;B4E025;B4DZ51	Homo sapiens
Q14677-2;Q14677-3;Q14677	Homo sapiens
B7Z1R5;P38606;B7Z2V6	Homo sapiens
P61981;B4DE78;B4DHC4	Homo sapiens
Q13111;Q13111-3;Q13111-2;C9JLF8	Homo sapiens
P0ACP1	Escherichia coli (strain K12)
Q68E01-2;Q68E01;Q68E01-3;Q68E01-4	Homo sapiens
O00170;E9PPD7	Homo sapiens
Q8N183;D6RA56	Homo sapiens
F8W7C6;P27635;H7C123;H7C2C5	Homo sapiens
P48382;B7Z848	Homo sapiens
P42588	Escherichia coli (strain K12)
B7ZKK9;Q16537	Homo sapiens
P32157	Escherichia coli (strain K12)
P47755;F8W9N7;B4DE01	Homo sapiens
P64519	Escherichia coli (strain K12)
P11142;E9PKE3;P11142-2;E9PN89;E9PLF4;E9PQQ4;E9PQK7;E9PK54;E9PPY6;E9PI65	Homo sapiens
P08107;H0YG33;F8VZJ4;F5H1D3;F5GZ62;E7EP94	Homo sapiens
P56385	Homo sapiens
P31942-2;P31942;P31942-3	Homo sapiens
Q13838;Q13838-2;F8VQ10;Q5STU3;H0Y7G4;F6WLT2;F8VZL8;H0Y7X6;F6UN21;F6TRA5;F6S4E6;H0Y557;H0Y4V8;H0Y6G9;B4DIJ6;H0Y6N8;F6R6M7;F6V772;F6QYI9;H0Y6J9;H0Y6Y9;O00148;Q8N5M0;B1Q2N1	Homo sapiens
P62873	Homo sapiens
Q5RKV6	Homo sapiens
P30046;B7Z522;A6NHG4;B5MC82	Homo sapiens
O75436;A8MZ56;F5H4L7	Homo sapiens
Q8TDD1;Q8TDD1-2;F8VRX4	Homo sapiens
Q9BVI4;F5H303	Homo sapiens
Q8IV48;E5RIV7	Homo sapiens
Q9NVP1	Homo sapiens
Q9UBF2;Q9Y678	Homo sapiens
Q9H8S9;Q7L9L4;B4DRY3	Homo sapiens
P84243;B4DEB1;Q16695;P68431;Q71DI3	Homo sapiens
P60842;Q14240;Q14240-2;E7EQG2	Homo sapiens
P0A8S1	Escherichia coli (strain K12)
F5H698;Q9P2J5;B4DER1;B4DJ10;Q2TU79	Homo sapiens
P38919;I3L3F6	Homo sapiens
O00571;O00571-2;B4DXX7;O15523;B4DLU5	Homo sapiens
Q13769	Homo sapiens
Q15046;Q15046-2	Homo sapiens
P38117;P38117-2	Homo sapiens
Q8WZ42-5;Q8WZ42-2;Q8WZ42;Q8WZ42-8;Q8WZ42-11;Q8WZ42-4;Q8WZ42-7;E7ENC6;Q8WZ42-3;Q8WZ42-10;Q8WZ42-9	Homo sapiens
Q68CP9;Q68CP9-3	Homo sapiens
E9PKG6;P80303-2;P80303;E9PLR0;E9PLE9	Homo sapiens
Q96IZ7-2;Q96IZ7;H7C5Q0	Homo sapiens
P0A9H1	Escherichia coli (strain K12)
P67775	Homo sapiens
P53990-2;P53990;P53990-4;A8KAH5;H3BMU1;H3BUI0;P53990-3;F5GXM3;H3BQF7;H3BVH9	Homo sapiens
P61981;B4DHC4	Homo sapiens
Q6I9Y2	Homo sapiens
P46060;F8W7I9;B0QYT5;B0QYT4	Homo sapiens
O75400;O75400-2;E9PHJ7;F5H578;H7C2N3	Homo sapiens
Q08J23;D6RAS3	Homo sapiens
P37198	Homo sapiens
P27824;B4E2T8;F5H856;D6RGY2;E7ETH2	Homo sapiens
O60271-4;O60271;H7BYB5;O60271-9;O60271-2;O60271-5;O60271-3;H7BY21;F5H7U6;H0YBE9	Homo sapiens
P0A800	Escherichia coli (strain K12)
P09496-2;P09496-4;P09496-3;P09496;F5H6N3;F8WF69;C9J8P9	Homo sapiens
P42285;F5H7E2	Homo sapiens
P62241;Q5JR95	Homo sapiens
P19525;Q05CP4	Homo sapiens
Q9H307;Q9H307-2	Homo sapiens
Q8IYB8	Homo sapiens
P36672	Escherichia coli (strain K12)
Q6PI48;Q9H9M6	Homo sapiens
Q32P28;Q32P28-3;B4DNM8;H7C0D1;H7C2W6	Homo sapiens
Q04917;A2IDB2	Homo sapiens
G5E9B2;P50990;B4DEM7;H7C4C8	Homo sapiens
Q66K14-2;Q66K14;F5H6M5;G3V133	Homo sapiens
P55263-2;P55263;P55263-3	Homo sapiens
P35998;B7Z5E2	Homo sapiens
Q92879-4;G5EA30;Q92879-2;Q92879-3;F8W940;Q92879;E9PSH0;E9PKU1;E9PQK4;F5H0D8;F5H4Y5;E9PKA1	Homo sapiens
Q9H9Y6;F5GZX4;Q9H9Y6-2;F8W898;F5H643	Homo sapiens
Q9NR31;B4DQ19;H0Y5E8;E9PBN0	Homo sapiens
P35249;C9JZI1;C9J8M3;C9JTT7;C9JXZ7	Homo sapiens
E2QRD4;Q6ZRQ5;H9KVD7;H9KVD8;H0YAJ2	Homo sapiens
A0AVT1;A0AVT1-4;A0AVT1-3	Homo sapiens
P62140;E7ETD8;C9J9S3;C9JP48;F8WE71;P62136;P62136-2;E9PDP1;E9PMD7;F5H1L6;F5H037;F8VYE8;P36873;P36873-2;F8VR82;F8W0W8	Homo sapiens
P48382;B7Z848;F8W689;F6U6P3;F6UE82;H0Y4B4;F6R6G4	Homo sapiens
Q9NUA8;F8WAI8	Homo sapiens
Q92576-2;Q92576;E7EVH3;E7ER40	Homo sapiens
P68402;P68402-3;P68402-2;E9PLP3	Homo sapiens
B1ANR0;Q13310-2;Q13310;Q13310-3;H0Y5F5;H0YCC8	Homo sapiens
Q08AF3;Q68D06-2;Q68D06;Q7Z7L1	Homo sapiens
Q5VV52-2;Q5VV50;Q5VV52;Q5VV52-3;Q5VV51	Homo sapiens
O60832;O60832-2;C9IYT0;H7C0M1;H7C2Q9	Homo sapiens
Q99961	Homo sapiens
Q6P2Q9;I3L3Z8	Homo sapiens
Q8WXX5	Homo sapiens
Q13136-2;Q13136;H0YDW2;F5H1G2;H0YHK3;E7ETG6;B7Z663;G3V200;O75334-4;O75334-3;O75334;H0YFQ4;B3KVT5;B7Z3U9;O75145-2;O75145;O75334-2;H0YIJ4;H0YHJ4	Homo sapiens
P10809;F5GWR2;E7ESH4;E7EXB4	Homo sapiens
P08579	Homo sapiens
F5H897;Q12931;I3L0K7;I3L239	Homo sapiens
Q01813;H0Y3P8;Q5VSR7;H0Y3Y3	Homo sapiens
A8K1C9;Q96LT9	Homo sapiens
Q9Y2K7;Q9Y2K7-2;E9PIL6;D4QA03;E7EMR1	Homo sapiens
P07900;P07900-2;G3V2J8;Q14568	Homo sapiens
P07900;P07900-2;G3V2J8	Homo sapiens
P35241;A7YIJ8;H7BZI4;A7YIK0	Homo sapiens
P46020-2;P46020;A6NMN0	Homo sapiens
Q9H9T3-2;Q9H9T3;B4DXV1;B4DE19;B4DIG1;B4DKA4;H0YAP7	Homo sapiens
Q8IWX8	Homo sapiens
O95817	Homo sapiens
P77150	Escherichia coli (strain K12)
Q9P0W2;Q9P0W2-3;Q9P0W2-2	Homo sapiens
Q29RF7;Q29RF7-3;H0Y9L9	Homo sapiens
Q9BQE3;F5H5D3;E9PGK3;F8VVB9;F8VQQ4;F8VRZ4;F8VS66;P68363;CON__ENSEMBL:ENSBTAP00000016242	Homo sapiens
A8MUB1;P68366;C9JEV8;C9JQ00;C9JJQ8	Homo sapiens
Q9H5Q4	Homo sapiens
Q9BUL8;C9J5C3;C9J363;C9J6F3	Homo sapiens
P31153;B4DN45;E9PBA7	Homo sapiens
Q9BUP3;Q9BUP3-3;E9PI87;Q9BUP3-2	Homo sapiens
Q86U86-5;Q86U86-7;Q86U86-3;Q86U86-2;Q86U86-8;Q86U86;Q86U86-4;Q86U86-9;E7EVG2;H0Y5B5;Q86U86-6;C9JPI5	Homo sapiens
P31948;F5H0T1;G3XAD8;F5H783	Homo sapiens
Q9NX58	Homo sapiens
Q9UHY1;F8W6G1	Homo sapiens
Q08J23;D6RAS3;Q5SWD1	Homo sapiens
Q92888;Q92888-3;Q92888-2;Q6NX52	Homo sapiens
P0AGC3	Escherichia coli (strain K12)
Q8IWV8-4;Q8IWV8;Q8IWV8-3	Homo sapiens
Q02880-2;Q02880;E9PCY5;P11388;P11388-2;P11388-3;P11388-4;C9J5P2;H7BXX8;H7BXH5	Homo sapiens
P0ABB0;P25705;A8K092	Homo sapiens
Q96BN8	Homo sapiens
C9JV95;Q9NY93;H7C3E9;G3V0G3	Homo sapiens
O94830;E9PIF5;E9PKE6	Homo sapiens
Q09666;E9PQE3;E9PJZ0;E9PKR9;E9PJC6;E9PLK4;A1A586	Homo sapiens
Q8TDN6	Homo sapiens
P59998;F8WCF6;F8WDD7;C9JWM7;E7ETI0;H7C0A3	Homo sapiens
F5H1L4;E7ENA2;Q9NNW7-2;D3YTF8;F5H2V0;F5H2M2;D3YTF9;Q9NNW7;F6WBI2;Q9NNW7-3;E7EWK1	Homo sapiens
P46087;Q3KQS4;P46087-2;Q05BA7	Homo sapiens
P0ABF8	Escherichia coli (strain K12)
P0AFY8	Escherichia coli (strain K12)
P37751	Escherichia coli (strain K12)
Q6P1N9-2;Q6P1N9;E5RG17;G5EA19;E5RGF2;H0YBX2;E5RK70;E5RG62	Homo sapiens
P49321;P49321-2;P49321-3;Q5T624;B4DS57;F5H3J2;H0YDS9;E9PRH9;H0YF33	Homo sapiens
P77739	Escherichia coli (strain K12)
P18206-2;P18206;F5H7T3;G8JLL3;P18206-3	Homo sapiens
Q8TCS8	Homo sapiens
Q8N335;C9JM46	Homo sapiens
B4E182;Q9Y371;Q9Y371-2	Homo sapiens
Q12768;E7EQI7;H0YAY2	Homo sapiens
P23857	Escherichia coli (strain K12)
B4E1H5;Q12834	Homo sapiens
P25888	Escherichia coli (strain K12)
P08238;Q58FF8;P14625;Q96GW1;F8W026;Q5T9W8	Homo sapiens
Q8IUF8-4;Q8IUF8;Q8IUF8-3	Homo sapiens
P46781;B5MCT8;C9JM19;F2Z3C0;A8MXK4	Homo sapiens
E9PGT1;Q15631;H7C1D4;B7Z3X8	Homo sapiens
P75818	Escherichia coli (strain K12)
P23908	Escherichia coli (strain K12)
P24251	Escherichia coli (strain K12)
B3KXH8;Q9Y5X1	Homo sapiens
Q99471	Homo sapiens
Q8NEF9	Homo sapiens
P30871	Escherichia coli (strain K12)
E7EPW2;B4DFJ5;P82663	Homo sapiens
Q9NRZ9-3;Q9NRZ9-2;Q9NRZ9;Q9NRZ9-6;Q9NRZ9-5;Q9NRZ9-4;Q9NW36	Homo sapiens
P43246;B4E2Z2;E9PHA6;B4DL39;B4DSB9;E7EU21;E9PCI8	Homo sapiens
F5H442;Q99816	Homo sapiens
P37645	Escherichia coli (strain K12)
P24941;G3V5T9;P24941-2	Homo sapiens
P46060;F8W7I9;H0Y4Q3	Homo sapiens
P0AFQ7	Escherichia coli (strain K12)
P35237	Homo sapiens
Q92598-2;Q92598;Q92598-3;B4DYH1;B4DY72;F2Z3D7;Q5TBM3	Homo sapiens
Q9Y2X3;H7BZ72	Homo sapiens
P0A6I3	Escherichia coli (strain K12)
Q9BY77;Q9BY77-2;B4DMM2	Homo sapiens
P37747	Escherichia coli (strain K12)
Q6JHV3;H0YMI4;Q9Y6I4;H0YLB7;H0YKU8;F5H1A6;B3KMX7	Homo sapiens
Q9BSJ8;Q9BSJ8-2;F8VZB1	Homo sapiens
Q9HC38-2;Q9HC38;B7Z403;E7EMY5	Homo sapiens
Q15424;F5GZU3	Homo sapiens
P51532-5;P51532-2;P51532-3;P51532-4;P51532;Q9HBD4;F5H0X5;P51531-2;P51531;F6XE55;F6XDY1;F6UH26;B1ALG1;B1ALG2;F6XG14;B1ALF6	Homo sapiens
P0ADR6	Escherichia coli (strain K12)
Q9HAV0;H7C5J5;P62879;C9JIS1;C9JXA5;E7EP32;C9JZN1;B3KPU1	Homo sapiens
Q14C86-4;Q14C86-5;Q14C86-2;Q14C86;Q14C86-6;F8W9S7;Q14C86-3;C9IZ08;H0Y4E7;H0Y7I9	Homo sapiens
O43707;D6PXK4;F5GXS2;H7C144;P12814-2;P12814;P12814-3;B7TY16;H9KV75;H0YJW3	Homo sapiens
Q9BZZ5-2;G3V1C3;Q9BZZ5;Q9BZZ5-5;Q9BZZ5-3;B4DDR3;Q9BZZ5-1	Homo sapiens
Q9H8H0;B7Z5V9	Homo sapiens
P26447;F5H3J5	Homo sapiens
P46125	Escherichia coli (strain K12)
O15144;C9JTV5;G5E9J0	Homo sapiens
Q5FWF5;Q5FWF5-2	Homo sapiens
Q7Z6Z7-2;Q7Z6Z7-3;Q7Z6Z7;H0Y5W0;H0Y659	Homo sapiens
Q96HY7;H7C149	Homo sapiens
Q86U42-2;Q86U42;B4DEH8;G3V4T2;Q92843-2	Homo sapiens
Q96CN7	Homo sapiens
Q9UBK8-2;Q9UBK8;D6RF21;D6RGC7;H0Y963;D6RAZ2;H0Y8S9	Homo sapiens
H3BV04;H3BN93;H3BUB6;H3BPL9;F5H353;O15127	Homo sapiens
Q969Z0;Q969Z0-2;C9J7P5;C9IZN7	Homo sapiens
Q99880;Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;O60814;Q5QNW6-2;B4DR52;P57053;Q96A08;Q16778;P33778;P23527;P06899	Homo sapiens
Q8TC12;Q8TC12-2;B4DDW0	Homo sapiens
P29218	Homo sapiens
P49368;B4DUR8;E9PRC8;Q5SZX6;Q5SZX9	Homo sapiens
P42224-2;P42224	Homo sapiens
E7ETZ4;Q9Y6E2;B5MCH7;Q75MG1;B5MCE7	Homo sapiens
P04075;H3BQN4;H3BPS8;H3BUH7;H3BR04;H3BMQ8	Homo sapiens
P09972;A8MVZ9;B7Z3K7;C9J8F3	Homo sapiens
Q9ULU4-9;Q9ULU4-13;Q9ULU4-8;Q9ULU4-12;F8WAN7;Q9ULU4-11;Q9ULU4-7;F5H0X3;Q9ULU4-6;H7C4X9;H7C0U2;Q9ULU4-14;Q9ULU4;Q9ULU4-10;E7ETU8;Q9ULU4-3;B7ZM62;Q2HXV3;Q9ULU4-5;Q2HXV1;Q9ULU4-4;Q9ULU4-2	Homo sapiens
O60884	Homo sapiens
B4DXK8;Q8TED0;H0Y8P4;B4DU75	Homo sapiens
Q9NZL9;Q9NZL9-3;H7C0X7;E5RJR3	Homo sapiens
P22392-2;Q32Q12;P22392;F6XY72	Homo sapiens
E9PK52;E9PPD9;E9PHY5;O43491;H0Y5B0;Q6R5J7;E9PMG5;E9PCC2;E9PMV8	Homo sapiens
Q9NVM9;B4DNK1	Homo sapiens
I3L2C7;P57678;I3L4A4;I3L399;I3L4M4;E7EN12;I3L1J7	Homo sapiens
P0A998	Escherichia coli (strain K12)
Q8IX12-2;Q8IX12;F5H2E6;F5H1H2	Homo sapiens
P68032;P63267;P68133;P62736;Q5T8M8;A6NL76;F5H1C1;E7EQV5;Q5T8M7;B4DUI8;E9PG30;P60709;CON__P60712;B4E335;B4DW52;F5GYT4;P63261;F5H0N0;I3L3I4	Homo sapiens
P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;E9PL45;H0YF32;E9PQ96;E9PJH4	Homo sapiens
O75694;O75694-2;B4DLT2	Homo sapiens
O75436;A8MZ56;F5H4L7;G3V1N8	Homo sapiens
P22059;B7WNL4	Homo sapiens
Q00059;H7BYN3	Homo sapiens
P46939;E7EPZ4	Homo sapiens
E9PFS5;E9PGE1;E7EX90;A8MWX9;A8MY36;Q14203;G5E9H4;Q14203-2;Q6AWB1	Homo sapiens
P34932	Homo sapiens
P13489;E9PMJ3;E9PLZ3;E9PIM9	Homo sapiens
Q9BSJ2;F5H4L0;F2Z2B9;F5H4E0;B3KTU7	Homo sapiens
F5H0X6;P07602;P07602-2;C9JIZ6;P07602-3;F8W6Z6;B1AVU8	Homo sapiens
P0ACR4	Escherichia coli (strain K12)
Q9Y305-2;Q9Y305;Q9Y305-4	Homo sapiens
F8VYX6;F8VW92;P07437;F8VUJ7;E7EWR1;E9PBJ4;G3V4U2;G3V3J6;G3V3W7;Q9BVA1;Q13885;F5H8C9;P68371;P04350;B4DJ43;B4DFH6;Q13509;G3V5W4;G3V2R8;G3V3R4;G3V2N6	Homo sapiens
Q9NP81;E7EX87;B4DJM9	Homo sapiens
Q8NI36;D6R922;D6RFM8	Homo sapiens
Q92688-2;Q92688	Homo sapiens
H0YN26;F2Z3H3;P39687;H7BZ09	Homo sapiens
